Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Santa Maria Natural Yellow Catuai,93,"Matagalpa growing region, Nicaragua",Medium-Light,9,8,9,9,8,"An impressive dried-in-the-fruit or “natural”-processed coffee, a tour-de-force of rich fruit, spicy floral, and sweet herb notes."
Nicaragua Limoncillo Funky,93,"Matagalpa growing region, Nicaragua",Light,8,8,9,9,9,More elegant than the term “funky” implies; nonetheless will most appeal to those who enjoy coffees that are decidedly driven by the richness of deep fruit notes.
Nicaragua Pacamara Honey Finca Cerro de Jesus,93,"Nueva Segovia growing region, Nicaragua",Medium,9,8,9,9,8,"A rich, engaging honey-processed Pacamara cup with a throughline of sweet herb notes."
Tolliver’s Reserve Nicaragua Gold Mountain Fruit Candy Nanolot,92,"Matagalpa growing region, Nicaragua",Light,9,8,8,9,8,"As the coffee’s name implies, the cup is characterized by notes suggesting tangy hard candy (watermelon, green apple), complicated by sweet-toned spices and aromatic wood."
Los Congos Washed,92,"Nueva Segovia growing region, Nicaragua",Medium-Light,9,8,8,9,8,"A crisp, balanced sweet-toned cup with the intrigue of pleasingly bitter floral and herb notes."
Organic Shade-Grown Nicaragua,92,"Matagalpa growing region, Nicaragua",Medium-Light,8,8,9,9,8,"A solid, complexly structured coffee from a roaster that has supported the coffee producers of Nicaragua for decades, through thick and thin. The Smithsonian Bird-Friendly certification is a rare and impeccable environmental credential."
Nicaragua Un Regalo de Dios Bourbon,94,"Nueva Segovia growing region, Nicaragua",Medium-Light,9,9,9,9,8,"A confident floral and sweetly spice-toned Nicaragua from trees of the heirloom Bourbon variety: elegant, deeply rich, sweetly and roundly resonant."
Jinotega Geisha,94,"Jinotega growing region, Nicaragua",Medium-Light,9,9,9,9,8,"An engaging ride of a Nicaragua Gesha: high-toned, balanced, discreetly confident, complete."
Mei-Chu Blend,93,Panama; Ethiopia,Light,9,9,8,9,8,"Travels seamlessly through sweet fruit, spicy floral and rich aromatic wood notes; surprising but always graceful."
Gedeb Lot 83 Ethiopia Natural,95,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,9,9,9,9,"An elegant, sensuous experience of a dried-in-the-fruit or natural-processed Ethiopia coffee. Harmoniously sweet, tart and savory with a stunning range of aromatic intrigue."
Halo Beriti Ethiopia,94,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,9,9,8,9,9,"An unusual washed Ethiopia cup, suggesting a very adult version of a chocolate and root beer float perhaps, but with deep floral and fruit complications."
Mutitu Kenya,93,"Kirinyaga District, south-central Kenya",Medium-Light,9,8,9,9,8,"A flavor-saturated Kenya cup characterized by sweet fruit and floral tones at the top, fine musk and chocolate underneath."
Guaya’b Guatemala,93,"Jacaltenango, Huehuetenango growing region, Guatemala",Medium-Light,9,9,8,9,8,"An inviting Guatemala, notable for its savory, tart-leaning sweetness, high-toned and layered."
El Aquila Pacamara El Salvador,92,"Santa Ana region, El Salvador",Medium-Light,8,8,9,9,8,"Offers the depth and balance of a fine Pacamara, simultaneously sweet, savory and tart, with a quietly resonant set of aroma and flavor notes."
Ethiopia Konga Sede,94,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,8,"A washed Ethiopia cup with a lot going on: high-toned fruit, crisply sweet citrus zest, and a confident ballast of herb-laced butterscotch."
Colombia La Guamera,93,"Caldas Department, Colombia",Medium-Light,9,8,9,9,8,"A surprising Colombia cup, unconventional in regard to processing method (dried-in-the-fruit full natural), which contributes to a fruit-forward, yet cohesively balanced, profile."
Static Amaro Gayo Natural Ethiopia,95,"Yirgacheffe growing region, southern Ethiopia",Medium,9,9,9,9,9,"A thrill of a natural-processed Ethiopia: fruit, florals and savory notes in intricate, lively harmony."
Static Hacienda Sonora Costa Rica,93,"Alajuela, Central Valley, Costa Rica",Medium-Light,9,8,9,9,8,A simultaneously savory-leaning yet floral- and sweet-toned honey-processed coffee.
Static Don Eli La Pastora Tarrazu Costa Rica,93,"Tarrazu growing region, Costa Rica",Medium,9,8,9,9,8,"A honey-processed Costa Rica cup, enticing for its high-toned, vivacious herb notes enveloped in suggestions of rich florals and sweet nuts."
Static Rio Negro Huila Supremo,92,"Huila Department, southern Colombia",Medium-Light,8,8,9,9,8,A big-bodied Colombia that leads unapologetically and impressively with sweet-toned spice notes.
Static Ethiopia Koke,90,"Yirgacheffe growing region, southern Ethiopia",Medium,8,8,8,8,8,"An inviting honey-processed Ethiopia, with cocoa, fruit and floral notes both rounded and turned gently crisp by a tactful medium-dark roast."
Static Adado Shara,90,"Yirgacheffe growing region, southern Ethiopia",Medium,8,8,8,9,7,An interesting choice for those who prefer to find the sweetness in their cup expressed in floral and aromatic wood notes rather than in the more typical fruit.
Static San Augustin Guatemala,90,"Antigua Valley, Guatemala",Medium,8,8,8,9,7,"A roast at the edge between medium and medium-dark promotes pleasant smoke notes in this Guatemala, while still allowing spice, fruit and floral notes to exert their presence and authority."
Static Peaberry Cerrado Brazil,89,"Cerrado growing region, Minas Gerais State, Brazil",Medium-Light,8,8,8,8,7,An aromatic-wood-framed Brazil peaberry with pretty floral undertones.
Static Ravens Dark Roast Mexico,88,"Chiapas State, Mexico",Medium-Light,8,7,8,8,7,"The bittersweet structure, dried fruit notes and vanilla-toned flowers pleasantly nudge this coffee toward a darker roast profile, even though this is a medium-roasted bean."
Shine Day El Salvador,94,El Salvador,Light,9,9,9,9,8,"A bright, even lyrical, floral- and fruit-driven cup."
Kenya Kirinyaga Baragwi Guama AB,95,"Kirinyaga District, south-central Kenya",Medium-Light,9,9,9,9,9,"A decisively Kenya cup with classic notes of red currant throughout, grounded and balanced by tropical nut tones and crisply sweet, concentrated florals."
Ethiopia Natural Yirgacheffe Adado,93,"Yirgacheffe growing region, southern Ethiopia",Light,9,8,9,9,8,"An appealingly meandering, spice-toned floral cup, centered on the ripe, faintly fermenty blueberry notes often pleasingly characteristic of dried-in-the-fruit or “natural”-processed coffees like this one."
Kenya AA Nyeri,92,"Nyeri growing region, south-central Kenya",Medium-Light,8,8,9,9,8,"A light-footed and crisply elegant Kenya; if the big, emphatic Kenyas are Cabernets, this one is a Pinot Noir."
Uganda Fair Trade Bukonzo,93,"Rwenzori Mountains, western Uganda",Medium-Light,8,9,9,9,8,"Although Uganda has struggled over the years to produce top Arabica coffees worthy of its excellent terroirs and hard-working growers, producers have clearly succeeded here with this very impressive, quite distinctive offering in the deep, resonant style of the best Central Africa coffees."
Ethiopia Limmu Organic Kebena Kossa,93,"LImmu Woreda, Oromia Zone, southern Ethiopia",Medium-Light,9,8,9,9,8,"A crisp, high-toned dried-in-the-fruit or “natural”-processed Ethiopia driven by berry notes with a hint of sweet fruit ferment and grounded by intimations of cocoa and sweet herbs."
Honduras Finca Jerusalen,91,"Marcala growing region, La Paz Department, Honduras",Medium-Light,9,8,9,8,7,"Unusual Central America profile, tart but starchy, candyish yet savory. Those who value the sweet/savory coffees of Central Africa origins like Rwanda or Burundi may particularly enjoy this attractive but atypical Honduras."
Ethiopia Shakisso,90,"Guji Zone, southern Ethiopia",Medium-Light,8,8,8,9,7,"A light-footed, vivacious wet-processed Ethiopia cup. Might make a refreshing cold or iced coffee."
Colombia Finca Campoalegre,94,"Pitalito, Huila Department, southern Colombia",Medium-Light,9,9,9,9,8,"A nuanced, complex Colombia cup that leads with lush floral notes and stone fruit grounded by suggestions of rich cocoa."
Kenya Boma AA,94,"Baringo and Nakura Counties, central Kenya",Medium-Light,9,9,9,9,8,"An elegant and complete Kenya; pungent, delicate yet deep. Think fine red table wines."
Ethiopia Guji Zone Natural,94,"Guji Zone, southern Ethiopia",Light,9,9,9,9,8,"Offers a nuanced experience of a dried-in-the-fruit or “natural”-processed Ethiopia, with both high- and low-toned florals (citrus blossom and fine musk) as the thesis of the cup."
Kenya Boma Peaberry,94,"Baringo and Nakura Counties, central Kenya",Medium-Light,9,9,9,9,8,"Classic Kenya cup: honey, citrus and spice."
Gesha Village Auction Lot 26 Gori Gesha Natural,95,"Bench-Maji Zone, Southern Ethiopia",Medium-Light,9,9,9,9,9,"Lovely dried-in-the-fruit or “natural” profile, lush and opulent yet animated and gently bright."
Gesha Village Lot 76 Nasha Block,95,"Bench-Maji Zone, Southern Ethiopia",Light,9,9,9,9,9,A light roast develops the delicacy and gentle vivacity of this cleanly understated yet spectacularly aromatic dried-in-the-fruit or “natural” Gesha profile.
Gesha Village Natural Oma Block Lot 72,95,"Bench-Maji Zone, Southern Ethiopia",Medium-Light,9,9,9,10,8,"Both zesty and richly floral, a dried-in-the-fruit Gesha cup offering an extraordinary range of striking but harmonious aroma and flavor notes."
"Gesha Village 1931, Lot 86",95,"Bench-Maji Zone, Southern Ethiopia",Medium-Light,10,9,9,9,8,"A high-toned flowers-and-cocoa version of the Gesha profile, classic, intense and exhilarating."
Esmeralda Special Auction Washed Geisha,94,"Boquete growing region, western Panama",Medium-Light,9,9,9,9,8,"Crisp yet lush, deep, intricate, a classic Gesha from Hacienda Esmeralda, the ground zero of the Gesha variety’s take-off to fame."
Panama Geisha,94,"Boquete growing region, western Panama",Medium-Dark,9,9,8,9,9,"Intensely sweet, intensely roasty, intensely Gesha. And given it’s Gesha, an impressive value."
Guatemala Acatenango Gesha,93,"Acatenango growing region, central Guatemala",Medium-Light,9,9,8,9,8,"The Gesha character exerts a quiet but decisive influence in this classic, sweetly bright and balanced Guatemala."
Gesha Village Ethiopia Lot #18 Illubabor Washed,93,"Bench-Maji Zone, Southern Ethiopia",Medium-Light,9,8,9,9,8,"A crisp, resonant wet-processed version of the Gesha profile, simultaneously sweet and tartly drying, with an enriching musky, savory edge."
Guatemala El Injerto Legendary Gesha,93,"Huehuetenango Department, Guatemala",Medium-Light,8,8,9,9,9,"Hints of Gesha complexity contribute resonant intrigue to this classic, gently pungent Guatemala."
Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,96,"Boquete growing region, western Panama",Medium-Light,9,10,9,9,9,"Extraordinary shifting and intricate flavor and aroma supported by a flawless structure, classic in its sweet-tart balance."
Kilenso Ethiopia Natural,93,"Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A lush, resonant dried-in-the-fruit coffee with a brisk edge: a fruit-bomb for grown-ups."
Brazil Paulo Ribeiro Rocha,91,"Mantiqeiras de Minas growing region, Minas Gerais State, Brazil",Medium-Light,9,7,8,9,8,"An accessible, deeply sweet, caramel-toned Brazil cup. Those who avoid aggressive acidity but enjoy a lighter-roasted, very gently bright cup should particularly value this selection."
Colombia Daniel Ortega,93,"Huila Department, southern Colombia",Medium-Light,8,9,9,9,8,"A rich, complex, rather atypical Colombia coffee that deepens as you linger with the cup: bright but resonant, deeply spice-toned."
Ethiopia Yirgacheffe Washed Adado Gr 1,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A high-toned, elegantly crisp, washed Yirgacheffe cup with a cocoa throughline."
Bella Carmona Guatemala,93,"Antigua growing region, central Guatemala",Medium-Light,9,8,9,9,8,"A very distinctive and original Guatemala, fusing sweet/savory depth with delicate, lively nut and floral aromatics."
Costa Rica La Cereza Roja Semi-Washed,90,"Tarrazu growing region, Costa Rica",Medium-Light,8,8,8,8,8,"A discreetly fruit-toned, honey-processed coffee with aromatic wood notes as ballast."
Chelelektu Ethiopia,93,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,8,8,9,8,"A sweet-toned, zesty washed Yirgacheffe coffee that leads with rich floral notes grounded by suggestions of grapefruit zest."
Karuthi Kenya,95,"Nyeri growing region, south-central Kenya",Medium-Light,9,9,9,9,9,"A deeply rich, layered Kenya cup with savory sweetness characteristic of this celebrated origin’s most classic coffees."
Finca El Obraje Colombia Gesha,95,"Narino Department, southern Colombia",Medium,9,9,9,9,9,"The slightly darker roast is felt rather than tasted in this extraordinarily deeply stated, complete version of the great Gesha profile. Those who may enjoy the aromatic extravagance of the Gesha profile but put off by Gesha’s often brightly assertive acidity should particularly value this rounder, yet still exhilaratingly vibrant version."
Kenya AA Top Nyeri Tekangu Tegu Microlot,94,"Nyeri growing region, south-central Kenya",Medium-Dark,9,9,9,9,8,"A distinct roasty edge complicates this superb Kenya, with its characteristic and engaging tart berry, grapefruit citrus and crisp floral notes."
Peru Cajamarca Organic,93,"Cajamarca growing region, Peru",Medium-Dark,9,8,9,9,8,"Quiet, elegant Peru, with chocolate and ripe fruit notes rounded and deepened by a very tactful, backgrounded medium-dark roast."
Ethiopia Organic Dark,93,Southern Ethiopia,Dark,9,8,9,9,8,A no-apologies dark roast that retains resonant complexity and vibrant balance throughout the profile.
Chimney Rock Blend,92,Mexico; Brazil,Medium-Dark,8,8,9,9,8,Crisply sweet roast-toned blend with a pleasing aromatic range: nut and chocolate with delicate stone fruit and floral complication.
Sumatra Tanah Karo,92,"Northern Sumatra, Indonesia",Medium-Dark,9,8,9,9,7,"A rich, idiosyncratic version of an already idiosyncratic coffee type, a darker roasted wet-hulled Sumatra. We didn’t register much of the famous Sumatra earth or pipe tobacco, but we did get a big, spicy yet fudgy chocolate and a complex pungent sweetness."
Mocha Java Blend Fair Trade Organic,91,"Ethiopia; Sumatra, Indonesia",Medium-Dark,8,8,8,9,8,"A twisty version of the ancient Mocha-Java blend, probably quite authentic with its suggestions of wood, spicy nut and chocolate."
Ethiopia Baraka Buna,91,"Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",Medium-Dark,9,8,8,9,7,"A pungent, intricate darker-roasted Ethiopia Yirgacheffe, lushly floral in front with an engagingly bittersweet, savory-edged depth."
Dreamlands Blend,90,Not disclosed,Medium-Dark,9,8,8,8,7,"Unusual juxtaposition of aromatic wood, flowers and cocoa animate a zesty, bittersweet medium-dark-roasted blend."
Ethiopia Yirgacheffe Aricha,90,"Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",Medium-Dark,8,8,8,8,8,"A delicate, floral-and-cocoa wet-processed Ethiopia turned richly crisp by a tactful darker roast."
Sumatra Narata Nauli,90,"Lintong growing region, northern Sumatra, Indonesia",Medium-Dark,8,8,8,9,7,"An authentic “forest floor” style of Sumatra coffee brought to a briskly decisive darker roast, enriching without obscuring its pleasing earthy idiosyncrasy."
